SellerCompanyID,SellerCompanyName,SellerSector,Period,Good,AmountTotal,AmountVAT,MarketVolume,CalcVATPeriod
1,GreenFields AgriCo,Farmers,8083,Flour,397512.93,66252.14,503428.143,2020-Q4
1,GreenFields AgriCo,Farmers,8084,Flour,454523.28,75753.89,579752.929,2021-Q1
6,EuroSupply Chain,Distributors,8084,Soft drinks,341207.37,56867.9,579752.929,2021-Q1
5,FreshLink Logistics,Distributors,8084,Detergents,878336.95,146389.49,579752.929,2021-Q1
4,AgroDistrib Europe,Distributors,8084,Soft drinks,325412.52999999997,54235.43,579752.929,2021-Q1
10,LeMarché Express,Retail (B2C),8084,Detergents,637773.41,106295.56999999999,579752.929,2021-Q1
9,SuperFrische,Retail (B2C),8084,Soft drinks,596500.67,99416.78,579752.929,2021-Q1
8,DailyNeeds Retail,Retail (B2C),8084,Detergents,1003460.66,167243.43,579752.929,2021-Q1
7,MarketMart Luxembourg,Retail (B2C),8084,Soft drinks,392572.86,65428.8,579752.929,2021-Q1
3,TerraCrop Union,Farmers,8084,Flour,608930.35,101488.41,579752.929,2021-Q1
2,Nordic Dairy Farm,Farmers,8084,Cheese,558811.21,93135.2,579752.929,2021-Q1
4,AgroDistrib Europe,Distributors,8085,Soft drinks,644104.65,107350.77,608943.023,2021-Q2
6,EuroSupply Chain,Distributors,8085,Soft drinks,502401.16,83733.53,608943.023,2021-Q2
5,FreshLink Logistics,Distributors,8085,Detergents,720913.06,120152.18000000001,608943.023,2021-Q2
1,GreenFields AgriCo,Farmers,8085,Flour,392827.28,65471.22,608943.023,2021-Q2
3,TerraCrop Union,Farmers,8085,Flour,372504.95999999996,62084.15,608943.023,2021-Q2
2,Nordic Dairy Farm,Farmers,8085,Cheese,680186.55,113364.43000000001,608943.023,2021-Q2
8,DailyNeeds Retail,Retail (B2C),8085,Detergents,628177.46,104696.24,608943.023,2021-Q2
10,LeMarché Express,Retail (B2C),8085,Detergents,780933.99,130155.69,608943.023,2021-Q2
7,MarketMart Luxembourg,Retail (B2C),8085,Soft drinks,688298.01,114716.33,608943.023,2021-Q2
9,SuperFrische,Retail (B2C),8085,Soft drinks,679083.11,113180.52,608943.023,2021-Q2
2,Nordic Dairy Farm,Farmers,8086,Cheese,349125.75,58187.62,448619.27300000004,2021-Q3
4,AgroDistrib Europe,Distributors,8086,Soft drinks,676751.16,112791.85,448619.27300000004,2021-Q3
1,GreenFields AgriCo,Farmers,8086,Flour,420290.41000000003,70048.41,448619.27300000004,2021-Q3
3,TerraCrop Union,Farmers,8086,Flour,662400.22,110400.04000000001,448619.27300000004,2021-Q3
6,EuroSupply Chain,Distributors,8086,Soft drinks,382244.26999999996,63707.37,448619.27300000004,2021-Q3
5,FreshLink Logistics,Distributors,8086,Detergents,297474.77,49579.14,448619.27300000004,2021-Q3
10,LeMarché Express,Retail (B2C),8086,Detergents,628712.53,104785.44,448619.27300000004,2021-Q3
7,MarketMart Luxembourg,Retail (B2C),8086,Soft drinks,260090.97,43348.49,448619.27300000004,2021-Q3
8,DailyNeeds Retail,Retail (B2C),8086,Detergents,419163.46,69860.6,448619.27300000004,2021-Q3
9,SuperFrische,Retail (B2C),8086,Soft drinks,389939.19,64989.86,448619.27300000004,2021-Q3
7,MarketMart Luxembourg,Retail (B2C),8087,Soft drinks,423469.33,70578.20999999999,556255.203,2021-Q4
10,LeMarché Express,Retail (B2C),8087,Detergents,662737.1900000001,110456.19,556255.203,2021-Q4
9,SuperFrische,Retail (B2C),8087,Soft drinks,456519.77999999997,76086.62,556255.203,2021-Q4
8,DailyNeeds Retail,Retail (B2C),8087,Detergents,539305.48,89884.25,556255.203,2021-Q4
6,EuroSupply Chain,Distributors,8087,Soft drinks,474191.94,79031.98,556255.203,2021-Q4
5,FreshLink Logistics,Distributors,8087,Detergents,667451.63,111241.94,556255.203,2021-Q4
4,AgroDistrib Europe,Distributors,8087,Soft drinks,703662.19,117277.04000000001,556255.203,2021-Q4
3,TerraCrop Union,Farmers,8087,Flour,331276.83,55212.8,556255.203,2021-Q4
2,Nordic Dairy Farm,Farmers,8087,Cheese,698563.47,116427.24,556255.203,2021-Q4
1,GreenFields AgriCo,Farmers,8087,Flour,605374.19,100895.71,556255.203,2021-Q4
2,Nordic Dairy Farm,Farmers,8088,Cheese,402952.75,67158.81,582835.485,2022-Q1
1,GreenFields AgriCo,Farmers,8088,Flour,668918.54,111486.41,582835.485,2022-Q1
3,TerraCrop Union,Farmers,8088,Flour,230711.81,38451.97,582835.485,2022-Q1
4,AgroDistrib Europe,Distributors,8088,Soft drinks,348357.63,58059.6,582835.485,2022-Q1
5,FreshLink Logistics,Distributors,8088,Detergents,674518.3200000001,112419.71,582835.485,2022-Q1
6,EuroSupply Chain,Distributors,8088,Soft drinks,657452.7000000001,109575.44,582835.485,2022-Q1
8,DailyNeeds Retail,Retail (B2C),8088,Detergents,537240.23,89540.04,582835.485,2022-Q1
9,SuperFrische,Retail (B2C),8088,Soft drinks,617231.78,102871.98,582835.485,2022-Q1
10,LeMarché Express,Retail (B2C),8088,Detergents,732242.6,122040.43,582835.485,2022-Q1
7,MarketMart Luxembourg,Retail (B2C),8088,Soft drinks,958728.49,159788.09,582835.485,2022-Q1
7,MarketMart Luxembourg,Retail (B2C),8089,Soft drinks,418095.27,69682.54,599021.9469999999,2022-Q2
8,DailyNeeds Retail,Retail (B2C),8089,Detergents,586012.1,97668.69,599021.9469999999,2022-Q2
9,SuperFrische,Retail (B2C),8089,Soft drinks,781403.41,130233.91,599021.9469999999,2022-Q2
10,LeMarché Express,Retail (B2C),8089,Detergents,910593.77,151765.64,599021.9469999999,2022-Q2
4,AgroDistrib Europe,Distributors,8089,Soft drinks,479790.63,79965.11,599021.9469999999,2022-Q2
5,FreshLink Logistics,Distributors,8089,Detergents,713884.79,118980.81,599021.9469999999,2022-Q2
3,TerraCrop Union,Farmers,8089,Flour,454939.07,75823.18000000001,599021.9469999999,2022-Q2
2,Nordic Dairy Farm,Farmers,8089,Cheese,539248.44,89874.74,599021.9469999999,2022-Q2
6,EuroSupply Chain,Distributors,8089,Soft drinks,545846.89,90974.47,599021.9469999999,2022-Q2
1,GreenFields AgriCo,Farmers,8089,Flour,560405.1,93400.84,599021.9469999999,2022-Q2
8,DailyNeeds Retail,Retail (B2C),8090,Detergents,531539.21,88589.87,633251.455,2022-Q3
7,MarketMart Luxembourg,Retail (B2C),8090,Soft drinks,466468.1,77744.68,633251.455,2022-Q3
10,LeMarché Express,Retail (B2C),8090,Detergents,969812.23,161635.36000000002,633251.455,2022-Q3
9,SuperFrische,Retail (B2C),8090,Soft drinks,725111.42,120851.87999999999,633251.455,2022-Q3
6,EuroSupply Chain,Distributors,8090,Soft drinks,589659.23,98276.55,633251.455,2022-Q3
5,FreshLink Logistics,Distributors,8090,Detergents,431971.99,71995.33,633251.455,2022-Q3
1,GreenFields AgriCo,Farmers,8090,Flour,800730.35,133455.06,633251.455,2022-Q3
2,Nordic Dairy Farm,Farmers,8090,Cheese,447522.1,74587.0,633251.455,2022-Q3
3,TerraCrop Union,Farmers,8090,Flour,572031.87,95338.65,633251.455,2022-Q3
4,AgroDistrib Europe,Distributors,8090,Soft drinks,797668.05,132944.69,633251.455,2022-Q3
6,EuroSupply Chain,Distributors,8091,Soft drinks,596139.92,99356.66,623755.336,2022-Q4
4,AgroDistrib Europe,Distributors,8091,Soft drinks,539189.84,89864.96,623755.336,2022-Q4
9,SuperFrische,Retail (B2C),8091,Soft drinks,923041.96,153840.32,623755.336,2022-Q4
7,MarketMart Luxembourg,Retail (B2C),8091,Soft drinks,737144.2000000001,122857.36,623755.336,2022-Q4
8,DailyNeeds Retail,Retail (B2C),8091,Detergents,566258.55,94376.43000000001,623755.336,2022-Q4
10,LeMarché Express,Retail (B2C),8091,Detergents,442607.95,73767.99,623755.336,2022-Q4
2,Nordic Dairy Farm,Farmers,8091,Cheese,663983.0800000001,110663.85,623755.336,2022-Q4
1,GreenFields AgriCo,Farmers,8091,Flour,416751.02,69458.51,623755.336,2022-Q4
3,TerraCrop Union,Farmers,8091,Flour,566274.4,94379.05,623755.336,2022-Q4
5,FreshLink Logistics,Distributors,8091,Detergents,786162.44,131027.1,623755.336,2022-Q4
6,EuroSupply Chain,Distributors,8092,Soft drinks,819023.82,136503.99,529305.206,2023-Q1
3,TerraCrop Union,Farmers,8092,Flour,451356.01,75226.0,529305.206,2023-Q1
1,GreenFields AgriCo,Farmers,8092,Flour,692511.57,115418.59999999999,529305.206,2023-Q1
2,Nordic Dairy Farm,Farmers,8092,Cheese,580743.0700000001,96790.51000000001,529305.206,2023-Q1
4,AgroDistrib Europe,Distributors,8092,Soft drinks,595186.6900000001,99197.77,529305.206,2023-Q1
5,FreshLink Logistics,Distributors,8092,Detergents,495792.22,82632.05,529305.206,2023-Q1
7,MarketMart Luxembourg,Retail (B2C),8092,Soft drinks,300678.83,50113.13,529305.206,2023-Q1
9,SuperFrische,Retail (B2C),8092,Soft drinks,291618.71,48603.11,529305.206,2023-Q1
8,DailyNeeds Retail,Retail (B2C),8092,Detergents,572885.53,95480.93,529305.206,2023-Q1
10,LeMarché Express,Retail (B2C),8092,Detergents,493255.61,82209.27,529305.206,2023-Q1
5,FreshLink Logistics,Distributors,8093,Detergents,904792.51,150798.73,580236.1309999999,2023-Q2
4,AgroDistrib Europe,Distributors,8093,Soft drinks,555054.78,92509.12,580236.1309999999,2023-Q2
7,MarketMart Luxembourg,Retail (B2C),8093,Soft drinks,596390.52,99398.42,580236.1309999999,2023-Q2
9,SuperFrische,Retail (B2C),8093,Soft drinks,739443.79,123240.63,580236.1309999999,2023-Q2
10,LeMarché Express,Retail (B2C),8093,Detergents,713971.6599999999,118995.27,580236.1309999999,2023-Q2
8,DailyNeeds Retail,Retail (B2C),8093,Detergents,520789.75999999995,86798.3,580236.1309999999,2023-Q2
1,GreenFields AgriCo,Farmers,8093,Flour,590226.11,98371.03,580236.1309999999,2023-Q2
3,TerraCrop Union,Farmers,8093,Flour,409717.5,68286.25,580236.1309999999,2023-Q2
6,EuroSupply Chain,Distributors,8093,Soft drinks,442871.55,73811.91,580236.1309999999,2023-Q2
2,Nordic Dairy Farm,Farmers,8093,Cheese,329103.13,54850.520000000004,580236.1309999999,2023-Q2
1,GreenFields AgriCo,Farmers,8094,Flour,302126.33999999997,50354.39,503682.558,2023-Q3
6,EuroSupply Chain,Distributors,8094,Soft drinks,678937.65,113156.26,503682.558,2023-Q3
3,TerraCrop Union,Farmers,8094,Flour,415694.71,69282.44,503682.558,2023-Q3
2,Nordic Dairy Farm,Farmers,8094,Cheese,652597.33,108766.22,503682.558,2023-Q3
8,DailyNeeds Retail,Retail (B2C),8094,Detergents,323712.03,53952.01,503682.558,2023-Q3
10,LeMarché Express,Retail (B2C),8094,Detergents,696531.95,116088.65,503682.558,2023-Q3
9,SuperFrische,Retail (B2C),8094,Soft drinks,644001.1,107333.51999999999,503682.558,2023-Q3
7,MarketMart Luxembourg,Retail (B2C),8094,Soft drinks,603278.71,100546.45,503682.558,2023-Q3
4,AgroDistrib Europe,Distributors,8094,Soft drinks,320887.39,53481.229999999996,503682.558,2023-Q3
5,FreshLink Logistics,Distributors,8094,Detergents,399058.37,66509.73000000001,503682.558,2023-Q3
1,GreenFields AgriCo,Farmers,8095,Flour,499825.79,83304.32,551071.2649999999,2023-Q4
2,Nordic Dairy Farm,Farmers,8095,Cheese,1030216.52,171702.75,551071.2649999999,2023-Q4
6,EuroSupply Chain,Distributors,8095,Soft drinks,236011.68,39335.29,551071.2649999999,2023-Q4
5,FreshLink Logistics,Distributors,8095,Detergents,504579.79,84096.63,551071.2649999999,2023-Q4
4,AgroDistrib Europe,Distributors,8095,Soft drinks,560950.22,93491.69,551071.2649999999,2023-Q4
3,TerraCrop Union,Farmers,8095,Flour,556758.32,92793.05,551071.2649999999,2023-Q4
10,LeMarché Express,Retail (B2C),8095,Detergents,702317.85,117052.96,551071.2649999999,2023-Q4
8,DailyNeeds Retail,Retail (B2C),8095,Detergents,408352.37,68058.72,551071.2649999999,2023-Q4
7,MarketMart Luxembourg,Retail (B2C),8095,Soft drinks,650638.44,108439.73999999999,551071.2649999999,2023-Q4
9,SuperFrische,Retail (B2C),8095,Soft drinks,361061.67,60176.95,551071.2649999999,2023-Q4
10,LeMarché Express,Retail (B2C),8096,Detergents,1026508.78,171084.8,627492.364,2024-Q1
9,SuperFrische,Retail (B2C),8096,Soft drinks,747098.14,124516.34,627492.364,2024-Q1
7,MarketMart Luxembourg,Retail (B2C),8096,Soft drinks,899244.23,149874.02,627492.364,2024-Q1
8,DailyNeeds Retail,Retail (B2C),8096,Detergents,629911.56,104985.25,627492.364,2024-Q1
3,TerraCrop Union,Farmers,8096,Flour,357308.63,59551.45,627492.364,2024-Q1
4,AgroDistrib Europe,Distributors,8096,Soft drinks,416441.12,69406.84,627492.364,2024-Q1
5,FreshLink Logistics,Distributors,8096,Detergents,631701.58,105283.61,627492.364,2024-Q1
6,EuroSupply Chain,Distributors,8096,Soft drinks,761160.62,126860.09,627492.364,2024-Q1
2,Nordic Dairy Farm,Farmers,8096,Cheese,272685.35,45447.57,627492.364,2024-Q1
1,GreenFields AgriCo,Farmers,8096,Flour,532863.63,88810.61,627492.364,2024-Q1
5,FreshLink Logistics,Distributors,8097,Detergents,580242.94,96707.15,541228.282,2024-Q2
4,AgroDistrib Europe,Distributors,8097,Soft drinks,405708.77,67618.11,541228.282,2024-Q2
8,DailyNeeds Retail,Retail (B2C),8097,Detergents,556852.95,92808.81999999999,541228.282,2024-Q2
7,MarketMart Luxembourg,Retail (B2C),8097,Soft drinks,480108.51,80018.09,541228.282,2024-Q2
9,SuperFrische,Retail (B2C),8097,Soft drinks,555251.73,92541.97,541228.282,2024-Q2
10,LeMarché Express,Retail (B2C),8097,Detergents,705978.42,117663.08,541228.282,2024-Q2
1,GreenFields AgriCo,Farmers,8097,Flour,704608.75,117434.79000000001,541228.282,2024-Q2
3,TerraCrop Union,Farmers,8097,Flour,672173.23,112028.89,541228.282,2024-Q2
6,EuroSupply Chain,Distributors,8097,Soft drinks,387321.68,64553.62,541228.282,2024-Q2
2,Nordic Dairy Farm,Farmers,8097,Cheese,364035.83999999997,60672.63,541228.282,2024-Q2
2,Nordic Dairy Farm,Farmers,8098,Cheese,360579.0,60096.5,583540.046,2024-Q3
5,FreshLink Logistics,Distributors,8098,Detergents,485284.71,80880.78,583540.046,2024-Q3
3,TerraCrop Union,Farmers,8098,Flour,555792.88,92632.14,583540.046,2024-Q3
1,GreenFields AgriCo,Farmers,8098,Flour,492567.39,82094.55,583540.046,2024-Q3
10,LeMarché Express,Retail (B2C),8098,Detergents,850839.78,141806.63999999998,583540.046,2024-Q3
6,EuroSupply Chain,Distributors,8098,Soft drinks,526678.05,87779.68,583540.046,2024-Q3
7,MarketMart Luxembourg,Retail (B2C),8098,Soft drinks,629811.96,104968.66,583540.046,2024-Q3
8,DailyNeeds Retail,Retail (B2C),8098,Detergents,525800.81,87633.48,583540.046,2024-Q3
9,SuperFrische,Retail (B2C),8098,Soft drinks,623513.52,103918.93000000001,583540.046,2024-Q3
4,AgroDistrib Europe,Distributors,8098,Soft drinks,784532.36,130755.41,583540.046,2024-Q3
4,AgroDistrib Europe,Distributors,8099,Soft drinks,668326.06,111387.67,431804.354,2024-Q4
2,Nordic Dairy Farm,Farmers,8099,Cheese,723616.5499999999,120602.75,431804.354,2024-Q4
9,SuperFrische,Retail (B2C),8099,Soft drinks,288674.0,48112.32,431804.354,2024-Q4
10,LeMarché Express,Retail (B2C),8099,Detergents,310074.10000000003,51679.01,431804.354,2024-Q4
1,GreenFields AgriCo,Farmers,8099,Flour,275351.18,45891.86,431804.354,2024-Q4
3,TerraCrop Union,Farmers,8099,Flour,313691.86,52281.99,431804.354,2024-Q4
5,FreshLink Logistics,Distributors,8099,Detergents,584436.24,97406.03,431804.354,2024-Q4
6,EuroSupply Chain,Distributors,8099,Soft drinks,347378.89,57896.48,431804.354,2024-Q4
8,DailyNeeds Retail,Retail (B2C),8099,Detergents,479089.42,79848.22,431804.354,2024-Q4
7,MarketMart Luxembourg,Retail (B2C),8099,Soft drinks,327405.24,54567.53,431804.354,2024-Q4
2,Nordic Dairy Farm,Farmers,8100,Cheese,950860.88,158476.8,586832.46,2025-Q1
1,GreenFields AgriCo,Farmers,8100,Flour,524838.79,87473.13,586832.46,2025-Q1
10,LeMarché Express,Retail (B2C),8100,Detergents,496373.64,82728.93,586832.46,2025-Q1
9,SuperFrische,Retail (B2C),8100,Soft drinks,468437.54,78072.92,586832.46,2025-Q1
7,MarketMart Luxembourg,Retail (B2C),8100,Soft drinks,754863.0,125810.49,586832.46,2025-Q1
3,TerraCrop Union,Farmers,8100,Flour,809640.9400000001,134940.16,586832.46,2025-Q1
4,AgroDistrib Europe,Distributors,8100,Soft drinks,791142.61,131857.11,586832.46,2025-Q1
5,FreshLink Logistics,Distributors,8100,Detergents,231970.04,38661.67,586832.46,2025-Q1
8,DailyNeeds Retail,Retail (B2C),8100,Detergents,421806.05,70301.0,586832.46,2025-Q1
6,EuroSupply Chain,Distributors,8100,Soft drinks,418391.11,69731.86,586832.46,2025-Q1
5,FreshLink Logistics,Distributors,8101,Detergents,268118.14,44686.36,320855.176,2025-Q2
2,Nordic Dairy Farm,Farmers,8101,Cheese,234561.6,39093.59,320855.176,2025-Q2
1,GreenFields AgriCo,Farmers,8101,Flour,513079.62,85513.26000000001,320855.176,2025-Q2
4,AgroDistrib Europe,Distributors,8101,Soft drinks,560290.76,93381.8,320855.176,2025-Q2
3,TerraCrop Union,Farmers,8101,Flour,183078.47,30513.08,320855.176,2025-Q2
6,EuroSupply Chain,Distributors,8101,Soft drinks,179407.63999999998,29901.27,320855.176,2025-Q2
8,DailyNeeds Retail,Retail (B2C),8101,Detergents,295277.33999999997,49212.89,320855.176,2025-Q2
7,MarketMart Luxembourg,Retail (B2C),8101,Soft drinks,90772.05,15128.679999999998,320855.176,2025-Q2
9,SuperFrische,Retail (B2C),8101,Soft drinks,329303.76,54883.95,320855.176,2025-Q2
10,LeMarché Express,Retail (B2C),8101,Detergents,554662.38,92443.72,320855.176,2025-Q2
